food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Rajbogh,1.337,0.0171,0.2816,0.0228,0.0011,0.2766,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rasgulla,1.1864,0.0138,0.2579,0.0175,0.0001,0.254,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rasmalai,1.3555,0.0161,0.2917,0.0211,0.0007,0.2871,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Khoa coconut burfi,4.1145,0.0998,0.3655,0.2601,0.0407,0.356,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Danedar burfi,1.0268,0.0324,0.1233,0.0472,0.0009,0.1198,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina burfi (Suji/Rava burfi),3.4867,0.0347,0.471,0.1686,0.028,0.2867,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),1.8618,0.0175,0.1702,0.1266,0.0429,0.1611,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Khoa ladoo,3.9602,0.1221,0.3443,0.2409,0.0308,0.3337,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Wheat and gram flour ladoo (Atta besan ladoo),5.017,0.0938,0.505,0.2986,0.0601,0.1846,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),4.4184,0.0544,0.4802,0.2545,0.0427,0.1979,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sesame chickpeas brittle (Til aur channe ki chikki),2.8274,0.085,0.5049,0.0466,0.0554,0.3648,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Murmura chikki,2.5382,0.0212,0.5959,0.0032,0.0037,0.4827,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Masala onion pakora/pakoda (Pyaaz ke pakode),5.5164,0.0205,0.0648,0.5761,0.0144,0.0158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Masala green chilli pakora/pakoda (Hari mirch kay pakode),6.6876,0.0222,0.0555,0.7101,0.0134,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken pakora/pakoda,5.9009,0.0603,0.0455,0.6098,0.0096,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fish pakora/pakoda,5.7703,0.0597,0.0455,0.5952,0.0096,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Paneer cutlet,6.722,0.0459,0.0762,0.6938,0.0039,0.0252,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sago cutlet/vadas (Sabudana cutlet/vadas),5.5876,0.0056,0.1123,0.5697,0.0054,0.001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Poshtik cutlet,4.9645,0.02,0.0739,0.5094,0.0135,0.0032,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
