food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),0.7325,0.0279,0.071,0.036,0.0272,0.0105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dry washed urad,1.2471,0.0685,0.1566,0.035,0.0406,0.0073,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mixed dal,0.6193,0.0251,0.0579,0.031,0.0162,0.0034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Whole moong (Moong ki dal),0.537,0.0225,0.0522,0.0256,0.0202,0.0059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Whole masoor (Masoor ki dal),0.5405,0.0228,0.0537,0.0252,0.0198,0.0067,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Whole moth (Moth ki dal),0.55,0.0201,0.0574,0.0262,0.0185,0.0066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Whole urad (Urad ki dal),0.538,0.0221,0.0505,0.0262,0.0232,0.0057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Moti mahal dal (Urad rajmah mix dal),1.0313,0.0393,0.0874,0.0566,0.0338,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Black channa curry/Bengal gram curry (Kale chane ki curry),1.4068,0.0567,0.1411,0.0661,0.0799,0.0236,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chickpeas curry (Safed channa curry),1.6343,0.061,0.1998,0.0684,0.0473,0.0478,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lobia curry,1.4899,0.0606,0.1788,0.0562,0.0457,0.0251,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Soyabean curry,1.6328,0.1043,0.0676,0.1019,0.0734,0.0266,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords
Kidney bean curry (Rajmah curry),1.4373,0.0595,0.1638,0.0577,0.0583,0.0249,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sambar,0.9692,0.0335,0.1057,0.0438,0.0352,0.0331,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Besan kadhi with pakodies,4.0335,0.0164,0.0356,0.4259,0.0081,0.0088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Khatta channa,2.0257,0.063,0.2114,0.1056,0.0526,0.0475,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sprouted moong dal chat,0.3247,0.0135,0.0601,0.0032,0.0135,0.0157,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato cauliflower (Aloo gobhi),1.0618,0.019,0.0599,0.0813,0.0302,0.0044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato capsicum (Shimla mirch aloo),1.2553,0.0141,0.0872,0.0933,0.0202,0.0054,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cabbage and peas (Pattagobhi aur matar),0.6388,0.0324,0.0624,0.0264,0.0399,0.0097,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Carrot and fenugreek leaves (Gajar methi),0.6192,0.021,0.0417,0.0381,0.0443,0.0211,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato fenugreek (Aloo methi),1.3515,0.0225,0.0847,0.1004,0.0293,0.0054,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Brinjal bhartha (Baingan ka bhartha),0.6512,0.0138,0.044,0.0448,0.0327,0.0182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dry potato (Sookhe aloo),1.0315,0.0162,0.1438,0.0418,0.0188,0.0033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Beans with coconut (Nariyal aur sem/phali; Beans thoran),1.3163,0.0262,0.0439,0.1139,0.0559,0.0206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower with coconut (Nariyal ke saath phoolgobhi),1.3211,0.0264,0.0399,0.1156,0.0527,0.0171,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),1.0661,0.0182,0.0499,0.0862,0.0452,0.0236,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Raw turnip with coconut ,1.3215,0.018,0.0578,0.1147,0.0279,0.044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Raw papaya with coconut (Papaya thoran),1.3275,0.0154,0.0558,0.1142,0.0431,0.0382,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed okra (Bharwa bhindi),0.9434,0.0208,0.0385,0.0766,0.0415,0.0048,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed round gourd (Bharwa tinde),0.728,0.011,0.0402,0.0575,0.021,0.0196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed capsicum (Bharwa shimla mirch),0.9094,0.0134,0.0826,0.057,0.0201,0.0121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed brinjal (Bharwa baingan),0.93,0.0153,0.0396,0.0773,0.0409,0.0092,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Stuffed tomatoes (Bharwa tamatar),0.9335,0.0328,0.0619,0.0606,0.022,0.0268,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pea potato curry (Aloo matar),1.0092,0.0348,0.0974,0.0513,0.0361,0.0186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pea paneer curry (Matar paneer),1.3483,0.0661,0.0929,0.0775,0.033,0.0389,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pea mushroom curry (Matar mushroom),0.933,0.0387,0.0741,0.0516,0.0386,0.0182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pea curry (Matar ki sabzi),1.0299,0.0451,0.092,0.0511,0.0444,0.0198,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pea vadi curry,1.0195,0.0464,0.089,0.0508,0.0428,0.0192,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer curry,1.7652,0.078,0.084,0.1238,0.014,0.0629,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lotus stem curry (Kamal kakdi curry),1.1034,0.0153,0.0924,0.0725,0.0314,0.0209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gravy for kofta,1.2559,0.0175,0.0631,0.1035,0.0196,0.0373,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pea kofta curry (Matar kofta curry),5.9566,0.0201,0.0417,0.6339,0.017,0.0088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach kofta curry (Palak kofta curry),5.7178,0.0109,0.0356,0.6149,0.0092,0.0082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer kofta curry,6.7091,0.0239,0.0327,0.7206,0.004,0.0198,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lotus stem kofta curry (Kamal kakdi kofta curry),6.3356,0.0096,0.0501,0.6776,0.0101,0.0088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Raw banana kofta curry (Kela kofta curry),6.2727,0.0062,0.034,0.6798,0.0059,0.023,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower kofta curry (Phoolgobhi kofta curry),6.411,0.0104,0.0262,0.6962,0.01,0.0083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cabbage kofta curry (Pattagobhi kofta curry),6.3981,0.0098,0.0287,0.694,0.009,0.0089,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Ghiya/Lauki Kofta Curry,6.3871,0.0089,0.0271,0.694,0.0083,0.0082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach paneer kofta curry (Palak paneer kofta curry),6.0603,0.0143,0.0294,0.6541,0.0075,0.0116,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetarian egg kofta curry,6.2741,0.0133,0.0426,0.6724,0.0064,0.0119,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Baked vegetables,0.8899,0.0367,0.0844,0.0444,0.0234,0.0256,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower musallam (Phoolgobhi musallam),0.5883,0.0189,0.0448,0.0355,0.0306,0.0171,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Baked vegetables with spinach ,0.7779,0.0322,0.0693,0.0403,0.0233,0.0209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Baked potato with skin ,1.3577,0.0343,0.1111,0.085,0.012,0.0166,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shepherd's pie (vegetarian),1.3563,0.0504,0.1203,0.073,0.0223,0.0278,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Baked brinjal in tomato sauce,0.3863,0.0158,0.0413,0.0162,0.0234,0.022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dum aloo,6.8233,0.007,0.0333,0.7401,0.0068,0.0071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach paneer (Palak paneer),0.7768,0.0403,0.0443,0.0476,0.0191,0.0255,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Methi chaman,4.7562,0.0154,0.0278,0.5091,0.0053,0.0179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sarson ka saag,0.8784,0.03,0.0533,0.0586,0.0369,0.0075,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Jackfruit sabzi (Kathal ki sabzi),6.254,0.0069,0.034,0.676,0.0102,0.0259,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Avial,1.2456,0.0246,0.0847,0.0894,0.0544,0.0383,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Al yakhani,1.4754,0.0286,0.0465,0.1314,0.0127,0.0356,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shahi paneer,1.565,0.0506,0.0664,0.1234,0.014,0.0501,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer in butter sauce,1.4561,0.0699,0.097,0.0881,0.015,0.0749,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Methi malai paneer,1.9498,0.0734,0.0815,0.1476,0.0147,0.06,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chilli paneer,7.7751,0.021,0.0331,0.8401,0.005,0.015,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer makhana korma,7.7582,0.0324,0.0463,0.8276,0.0021,0.0184,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Kadhai Paneer,1.0799,0.0433,0.0734,0.0681,0.0207,0.0554,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Roghan josh,1.3959,0.0956,0.0493,0.0902,0.0208,0.0266,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach mutton (Palak mutton),0.8032,0.0574,0.0345,0.0471,0.0223,0.0142,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pea keema curry (Matar keema ki sabzi),1.33,0.0843,0.0624,0.0814,0.0296,0.0182,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Keema kofta curry,1.5445,0.0977,0.0564,0.1039,0.0151,0.0214,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Kashmiri mutton koftas (Gushtaba),0.9742,0.0633,0.0304,0.0677,0.0062,0.0213,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mutton yakhni,1.0413,0.0827,0.0084,0.077,0.0067,0.0013,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken yakhni,0.99,0.1066,0.0078,0.061,0.0062,0.0012,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mutton do piaza,1.833,0.0939,0.0414,0.1441,0.0193,0.029,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mutton chops,6.6364,0.0403,0.0148,0.7131,0.0017,0.0042,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shammi kebab,6.8569,0.0452,0.0354,0.7261,0.0105,0.0031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Scotch egg,6.7689,0.0405,0.0191,0.7262,0.0036,0.003,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Shepherd's pie (with minced meat),1.4278,0.0745,0.0806,0.0888,0.0105,0.017,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken curry,1.2922,0.1179,0.0338,0.0757,0.0141,0.0179,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Tandoori chicken,1.452,0.1626,0.0234,0.0793,0.005,0.0158,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Butter chicken,1.37,0.1092,0.0374,0.087,0.0132,0.0237,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken kebab,7.2941,0.0371,0.0111,0.7889,0.0021,0.0024,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chilli chicken,1.9883,0.0957,0.0286,0.1656,0.0099,0.0093,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),1.2503,0.1148,0.0251,0.0761,0.0113,0.0116,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fish curry (Machli curry),1.1113,0.0876,0.0377,0.0669,0.0189,0.0202,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Fried fish (Indian style) (Tali hui machli),6.5854,0.0435,0.054,0.6888,0.0061,0.004,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Fried fish and Chips (English Style) (Tali hui machli aur chips),6.5175,0.0336,0.0277,0.6969,0.0029,0.0017,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Tomato fish,4.8979,0.0239,0.0318,0.5191,0.0072,0.0135,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Baked fish with cheese sauce,1.1396,0.0864,0.0406,0.0702,0.0008,0.0322,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Fish tikka,1.1733,0.16,0.0391,0.0415,0.0118,0.0118,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
Tandoori fish,0.9598,0.1119,0.0237,0.0464,0.0058,0.016,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords
"Paneer, apple and pineapple salad",0.9508,0.0388,0.0835,0.0507,0.0165,0.0636,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Russian salad,1.1483,0.0426,0.065,0.0784,0.0257,0.0166,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pasta salad,1.9036,0.0415,0.127,0.1392,0.0096,0.026,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Deviled egg,0.9856,0.0497,0.0223,0.0772,0.0115,0.0082,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hawain salad,1.7523,0.0427,0.1435,0.1137,0.0393,0.0524,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mixed pulse and vegetable salad,0.8312,0.0474,0.1396,0.0084,0.0296,0.0136,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sprouted moong salad ,0.3781,0.0229,0.0548,0.0074,0.0095,0.0213,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Tossed salad,0.6296,0.0102,0.0495,0.0422,0.0215,0.0156,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mixed vegetable salad with curd sauce,0.6028,0.0423,0.0703,0.015,0.0379,0.0216,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato salad (Aloo ka salaad),0.8991,0.014,0.1119,0.044,0.0132,0.0394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Waldroff salad,1.4175,0.0147,0.1102,0.1005,0.0187,0.0823,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coleslaw,0.7671,0.0124,0.0559,0.0532,0.0234,0.0362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Fruit salad (Phalon ka salaad),0.7814,0.0091,0.1596,0.0122,0.0158,0.0978,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Tomato onion raita (Tamatar aur pyaaz ka raita),0.59,0.0374,0.0708,0.0184,0.0097,0.0598,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peanut raita (Mungfali ka raita),1.5039,0.0859,0.093,0.0898,0.0189,0.0711,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sprouted moong raita ,0.6089,0.0462,0.0613,0.0219,0.0016,0.0559,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bottle gourd raita (Ghiya/Lauki ka raita),0.5631,0.0398,0.0576,0.0207,0.0085,0.0525,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cucumber raita (Kheere ka raita),0.5913,0.0404,0.0635,0.0208,0.0086,0.0522,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Carrot and spinach raita (Gajar aur palak ka raita),0.5683,0.04,0.0583,0.0199,0.0139,0.0493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mint raita (Pudinay ka raita),0.7759,0.0564,0.0765,0.0296,0.0034,0.0748,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato raita (Aloo ka raita),0.7538,0.0422,0.1024,0.0204,0.0075,0.0508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Boondi raita,6.8772,0.0219,0.0396,0.7383,0.0046,0.0188,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sweet raita (Meetha raita),0.9924,0.0324,0.1793,0.0178,0.0102,0.1536,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dahi vadas/Dahi bhalla,6.6773,0.0296,0.0549,0.704,0.0097,0.0178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gunjia,6.6734,0.0298,0.0568,0.7028,0.0113,0.0205,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Saunth/Sonth chutney with tamarind/imli,1.4153,0.0101,0.3355,0.0015,0.0093,0.3131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rice kheer (Chawal ki kheer),0.7503,0.023,0.1005,0.0297,0.0017,0.0802,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Makhana kheer,1.0785,0.0331,0.1288,0.05,0.0011,0.1154,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vermicelli kheer (Semiya/Seviyan ki kheer),1.2007,0.0335,0.1587,0.05,0.005,0.1279,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina kheer (Suji/Rava kheer),1.1321,0.0343,0.1588,0.042,0.0051,0.1288,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer kheer,1.0531,0.0453,0.1003,0.0537,0.0007,0.0987,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
