food_name,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Cheese patties,324.01,7.38,22.23,22.67,1.24,3.93,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Hot cheese souffle,177.1,9.18,5.41,13.23,0.12,2.91,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Hot potato souffle,125.64,5.51,8.56,7.64,0.66,1.78,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Hot fish souffle,142.92,11.23,3.69,9.24,0.1,1.68,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Hot spinach souffle,104.25,5.43,4.19,7.24,0.99,1.64,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Plain cream cake,353.94,6.18,47.18,16.17,0.71,27.74,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple cake (Seb ka cake),290.08,4.94,39.48,12.87,1.22,23.52,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Marble cake,354.11,6.3,46.88,16.27,0.71,27.56,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate cake,335.61,6.01,45.14,15.18,0.64,27.58,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Orange cake,357.61,6.1,48.28,16.21,0.83,28.38,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fruit Loaf ,324.19,5.36,46.49,13.31,0.87,24.54,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Banana cake (Kele ka cake),389.51,5.77,40.0,23.31,1.14,23.04,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate chiffon cake,311.71,5.76,37.87,15.8,0.7,24.25,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Christmas cake,372.95,5.49,48.29,16.88,1.49,27.45,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Strawberry and vanilla cake with butter icing,370.54,3.89,44.25,20.39,0.79,32.43,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Eggless cake,318.08,8.12,46.14,11.75,0.68,27.7,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Swiss roll,251.87,7.3,48.34,3.77,0.55,32.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pineapple pastry ,208.21,6.06,29.04,7.87,0.72,18.83,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Black forest pastry,233.55,6.09,34.48,8.46,0.54,21.35,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coconut finger,274.86,7.09,42.56,8.86,1.87,28.55,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pineapple cake ,195.57,5.01,23.51,9.34,0.76,16.16,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.8,6.56,47.1,23.62,1.54,22.58,True,True,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Chocolate chip cookies,425.29,5.79,57.98,19.38,1.05,30.29,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet plain biscuit,380.76,5.86,50.29,17.67,1.07,21.77,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chocolate biscuit,379.76,5.88,51.56,17.09,1.01,24.16,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coconut biscuit (Nariyal ke biscuit),434.98,5.78,42.9,27.16,3.64,20.76,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,6.15,45.09,22.39,1.68,7.22,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Peanut biscuit,401.05,8.45,46.72,20.41,2.48,21.26,True,True,True,True,True,False,True,True,True,True,inferred_from_dish_name_keywords
Pin wheel biscuit,404.6,5.4,54.56,18.66,1.16,23.25,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Saffron biscuit (Kesar biscuit),458.61,6.05,59.7,22.01,1.9,22.42,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala biscuit,393.64,6.06,45.18,20.75,2.14,6.82,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ice box cookies,374.24,5.7,56.09,14.44,1.28,26.69,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ginger bread man,365.0,6.61,60.26,11.01,1.6,29.12,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Danish cookies,475.33,5.33,58.0,24.92,1.37,21.73,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Short bread cookies,443.09,6.03,64.82,17.98,1.57,23.31,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coffee biscuit,416.57,6.9,46.55,23.0,1.59,21.69,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Melting moments,437.91,5.71,55.84,21.78,1.88,25.0,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ginger biscuit (Adarak ke biscuit),417.91,5.98,58.44,18.31,1.49,27.06,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Soyabean muthias,839.33,2.46,3.7,90.45,1.47,0.17,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Soyabean tikki,698.17,3.53,4.39,74.02,2.2,0.35,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Soyabean namak paras,838.46,2.65,4.65,89.83,1.41,0.22,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Peanut burfi (Moongfali ki burfi),550.99,9.31,48.14,36.84,4.09,43.08,True,True,True,True,True,False,True,True,True,True,inferred_from_dish_name_keywords
Spinach peanut namak paras (Palak moongfali namak paras),740.16,1.65,6.62,78.51,0.81,0.28,True,True,True,True,True,False,True,True,True,True,inferred_from_dish_name_keywords
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.89,2.08,7.63,80.04,1.39,0.25,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rice moong dal cheela (Chawal aur moong dal ka cheela),798.26,2.74,11.13,82.44,1.18,0.15,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Split bengal gram sweet rice (Channa dal sweet rice),190.21,4.15,41.07,0.64,2.23,19.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet poori (Meethi poori),782.75,2.12,14.26,79.63,1.54,7.15,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.08,9.84,60.0,18.41,6.02,31.12,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach burfi (Palak burfi),121.17,2.71,12.76,6.81,1.17,12.12,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.59,9.51,62.66,7.93,8.16,24.73,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sprouted moong daliya ,111.56,2.81,14.77,4.71,3.12,1.67,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sprouted moong poha ,192.6,5.59,26.6,6.89,3.13,1.93,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pearl millet ladoo (Bajra ladoo),319.66,9.61,50.98,8.06,6.0,27.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Paushtik ladoo,485.87,7.65,60.34,24.98,4.57,38.12,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Paushtik roti,149.26,7.17,26.59,1.51,5.74,2.03,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina carrot vada (Suji gajar vada),699.53,1.56,6.52,74.07,1.07,1.21,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dhokla,216.49,13.45,30.68,5.28,4.95,4.78,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Kashmiri tea (Kehwa),24.9,0.17,5.23,0.51,0.16,5.14,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Steeped hot coffee,15.91,0.39,3.01,0.33,0.0,2.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Hot chocolate,90.01,3.43,9.02,4.61,0.0,8.86,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cold coffee (with cream),82.76,1.93,11.98,3.29,0.0,11.91,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,2.01,11.15,2.77,0.27,9.94,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Flavoured milkshake,66.78,2.06,8.65,2.83,0.0,8.61,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jal jeera,30.24,0.44,6.7,0.26,0.95,5.71,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gingo,48.02,0.14,12.42,0.06,0.17,12.08,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mintade,40.32,0.03,10.59,0.02,0.03,10.47,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Canjee,6.61,0.24,0.44,0.42,0.36,0.21,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cauliflower canjee (Phoolgobhi ki canjee),6.9,0.39,0.35,0.42,0.49,0.09,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Potato canjee (Aloo canjee),16.26,0.44,2.69,0.39,0.43,0.1,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vermicelli porridge (Semiya/Seviyan porridge),78.4,2.5,10.56,2.98,0.48,7.04,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina upma (Suji/Rava upma),147.89,3.3,16.31,7.49,3.24,1.31,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vermicelli upma (Semiya/Seviyan upma),149.11,3.11,16.88,7.45,3.21,1.4,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rice upma,151.27,2.63,17.96,7.46,2.12,1.13,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bread upma,129.51,2.8,12.6,7.75,1.96,1.56,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable upma,146.47,4.73,16.46,6.63,4.19,1.39,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Poha,294.53,6.09,35.05,14.14,3.72,0.87,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable poha,180.52,4.89,21.52,8.07,3.76,1.4,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.89,6.97,19.42,5.11,4.25,1.11,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Paneer stuffed cheela/chilla,205.19,11.44,19.16,8.89,4.03,3.81,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Indian style egg bhujia (Anda bhujia (Indian style)),102.83,6.1,3.76,7.02,1.53,1.95,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
French omelette/omlet,211.04,10.03,0.41,18.86,0.38,0.1,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Puffy omelette/omlet,188.15,8.82,0.08,16.84,0.0,0.08,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Orange omelette/omlet,194.66,8.93,1.68,16.84,0.0,1.68,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Cheese and mushroom omelette/omlet,205.63,9.69,1.68,17.82,0.93,1.07,True,False,True,False,False,True,True,True,True,True,inferred_from_dish_name_keywords
Spanish omelette/omlet,157.45,8.25,5.1,11.44,2.54,1.03,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Mixed stock,25.19,2.06,0.33,1.71,0.15,0.2,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Meat stock,24.48,2.1,0.0,1.78,0.0,0.0,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
White stock,6.99,0.07,0.4,0.56,0.17,0.24,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Meat consomme (with mutton),29.76,14.86,0.51,13.68,0.71,0.24,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Consomme au julienne,27.76,12.49,1.49,10.66,1.38,0.83,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Consomme au vermicelli,29.94,15.23,1.3,12.98,0.81,0.27,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Green pea soup (Matar ka soup),39.81,11.06,3.63,12.9,2.49,0.87,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach soup (Palak ka soup),32.59,10.54,3.03,14.26,1.98,0.29,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mixed vegetable soup,35.71,8.22,2.95,11.66,1.64,1.64,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cheese soup,41.13,12.39,1.87,17.07,1.8,0.84,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mulligatawny soup,54.42,11.26,8.24,13.28,2.6,1.26,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cream of carrot soup,59.77,8.27,5.69,12.35,1.98,1.77,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cream of broccoli soup,56.14,8.97,3.72,12.75,1.89,1.59,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cream of potato soup,60.2,8.1,6.14,12.05,1.51,1.24,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Almond soup (Badam ka soup),78.65,10.13,3.68,13.8,0.91,1.94,True,True,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Cold cucumber cream soup ,11.88,0.34,1.76,0.34,0.73,0.51,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cold tomato soup,16.9,0.11,0.59,1.56,0.16,0.22,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken stew,127.55,7.19,4.44,8.91,1.82,1.43,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Veg paneer stew,145.55,6.98,10.22,8.41,3.08,4.85,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.27,4.37,26.37,7.27,5.16,2.71,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Methi parantha/paratha,148.36,4.27,22.19,4.34,5.09,2.44,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bathua poori,598.79,2.35,13.85,59.14,1.87,0.41,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gram flour poori (Besan poori),697.66,2.59,10.93,71.51,1.94,0.35,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Beetroot poori (Chukandar ki poori),527.66,1.91,12.29,52.18,1.4,0.54,True,False,False,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Peas poori (Matar ki poori),592.83,3.04,14.92,57.69,2.25,0.48,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Peas kachori (Matar kachori),584.68,3.21,13.25,57.51,2.03,0.5,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pizza,146.77,6.85,9.94,8.72,1.71,1.38,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bacon and mushroom pancake,157.67,6.82,8.47,10.6,1.59,1.23,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cheese and tomato pancake,147.39,5.15,10.66,9.28,1.06,3.48,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Minced meat pancake (with chicken),116.04,12.01,8.18,10.48,0.7,1.29,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Eggplant/Brinjal rice (Vangi bhat),184.8,5.28,31.74,3.67,4.44,4.36,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Kashmiri 'tahar',98.21,1.95,19.11,1.37,0.98,0.17,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cumin pulao (Jeera/Zeera pulao),135.24,2.47,23.61,3.2,1.4,0.64,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Peas pulao (Matar pulao),108.87,3.89,18.42,1.9,3.21,1.3,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.53,3.6,19.72,2.3,3.16,1.59,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51,3.44,21.55,2.58,2.69,1.99,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mutton pulao,130.77,6.52,11.26,10.78,1.65,1.0,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken pulao,108.24,6.07,11.17,8.48,1.64,0.99,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mexican rice,120.57,4.62,14.21,4.88,1.64,1.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Plain khitchdi (Plain khichri/khichdi),57.03,1.72,10.04,1.01,0.85,0.12,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Instant idli (with semolina),247.29,9.16,43.4,3.61,7.13,3.35,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Plain dosa,380.91,10.34,64.08,8.43,5.23,0.7,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala dosa mixed vegetable fillings,144.53,4.84,23.02,3.26,4.31,1.53,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala dosa paneer fillings,243.12,10.31,29.76,8.84,3.11,4.81,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Uttapam,255.95,6.18,36.28,9.03,4.4,1.5,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Appam,267.7,3.12,13.28,22.63,6.19,4.16,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Beans and macaroni,136.08,4.58,14.24,7.01,2.05,1.68,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spaghetti bolognese,97.43,9.35,10.04,9.51,1.08,1.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Meat and macaroni casserole,161.55,9.15,16.12,10.17,1.19,1.0,False,False,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spaghetti with meat balls and tomato sauce,158.13,5.61,10.46,10.64,1.11,1.87,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spaghetti with paneer balls and tomato sauce,158.54,3.95,12.72,10.44,1.25,3.03,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lasagne with meat sauce,63.38,2.9,5.38,3.43,0.47,1.04,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lasagne with vegetables,49.23,1.71,5.9,2.16,0.66,1.37,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Home made egg noodles,240.84,6.55,42.92,4.37,1.6,1.03,True,False,False,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Sour lentils (Khatti dal),34.79,2.22,6.04,0.12,1.22,1.25,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Urad special dehusked,69.43,3.14,8.86,2.17,2.5,1.32,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Arhar with spinach (Arhar dal aur palak),52.84,2.05,4.77,2.76,1.3,0.23,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Moong dal with vadi,24.08,0.4,1.0,2.05,0.39,0.45,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.74,1.13,3.37,0.88,1.6,0.83,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.41,1.11,2.85,0.87,1.54,0.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Green gram whole with baghar (Sabut moong dal with tadka),63.43,3.23,6.8,2.48,3.02,0.15,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Urad sabut special,79.39,2.33,5.03,5.46,2.15,0.86,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Kabuli channa curry,68.57,2.92,7.63,3.06,1.12,1.24,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Besan gatte curry,189.38,7.75,16.26,10.72,3.25,4.5,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dry masala chops,135.07,9.08,3.3,9.54,0.86,2.27,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mutton korma,115.64,7.09,2.53,8.54,0.78,1.64,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Shahi keema kofta curry,418.13,4.14,1.73,43.83,0.91,0.78,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Minced meat ball curry,109.79,6.82,2.86,7.85,1.49,1.27,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Boti kebab,132.86,9.22,3.06,9.27,0.76,2.09,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mutton seekh kebab,133.94,11.25,3.11,8.43,1.88,1.4,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Indian lamb and egg curry (Nargisi kofta),335.75,3.84,2.07,34.7,0.6,0.75,False,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Soya chunks sweet and sour (Nutrinugget sweet and sour),500.94,2.85,3.27,55.99,0.86,1.1,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Soya chunks korma (Nutrinugget korma),131.43,3.86,7.67,9.5,2.57,4.66,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Mushroom matar,70.77,2.79,5.33,4.11,3.13,1.39,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Soya chunks and peas (Nutrinugget matar),82.62,3.03,5.82,5.11,2.86,1.64,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Vegetable yakhni,406.06,1.18,1.94,43.8,0.61,1.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach mushroom (Palak mushroom),47.63,1.94,2.95,2.96,2.27,1.0,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetarian nargisi kofta curry,332.15,2.29,6.58,32.94,0.86,1.65,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Roast chicken,199.9,20.49,0.1,13.06,0.03,0.05,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Shahi chicken masala,163.7,9.82,4.07,12.02,0.96,2.86,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato chicken,111.68,10.57,2.13,6.71,1.42,0.93,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Creamy chicken,152.87,13.52,3.13,9.57,0.69,2.11,False,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Broccoli chicken ala king,119.56,7.97,5.34,7.57,1.92,2.49,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ginger chicken,129.17,8.24,5.6,8.24,1.21,1.95,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken sweet and sour,445.09,6.92,2.67,47.59,0.58,0.89,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken korma,147.96,9.83,5.43,9.67,1.82,3.32,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bengal fish curry (Bengali machli curry),109.43,7.26,4.42,7.03,1.93,2.39,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Fish finger,542.9,5.66,4.47,55.82,0.34,0.17,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Fish in coconut milk (Nariyal ke doodh ke saath machli),86.21,8.66,2.73,4.43,1.52,1.55,False,False,True,False,True,True,True,True,False,True,inferred_from_dish_name_keywords
Prawn curry (with coconut) (Jhinga curry),109.55,8.54,3.1,6.93,1.56,2.03,False,False,True,True,True,True,True,True,True,False,inferred_from_dish_name_keywords
Baked stuffed fish,121.96,16.14,2.12,5.43,0.38,0.35,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Fish pie,120.9,9.25,7.74,5.77,0.76,1.13,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Crispy baked fish,138.4,10.95,9.59,6.41,1.21,1.53,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Fish souffle,139.71,10.51,5.14,8.55,0.19,2.09,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Potato curry (Aloo ki sabzi),89.56,1.52,10.42,4.47,2.42,1.58,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Egg curry (Anda curry),117.52,5.38,4.03,8.81,2.09,1.9,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable curry with coconut ,83.07,2.77,7.19,4.66,3.35,1.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Curd with potatoes (Dahi aloo),59.9,1.56,7.15,2.72,1.19,1.82,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Potato kofta curry (Aloo kofta curry),455.4,0.56,2.78,49.08,0.56,0.63,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Yam kofta curry (Zimikand/Suran kofta curry),322.88,0.71,3.75,33.84,1.04,0.63,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jackfruit kofta curry (Kathal ka kofta curry),321.08,0.8,3.17,33.83,0.96,2.4,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach and potato (Palak aloo),57.17,1.63,5.91,2.82,2.04,0.93,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mooli bhujia,91.2,1.69,4.74,7.25,2.36,1.07,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bathua bhujia,90.9,2.26,3.63,7.29,3.8,1.08,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.48,8.21,6.09,9.36,1.84,1.26,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.63,5.76,7.03,8.17,2.35,3.81,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
