food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method,calories_per_g_original
Pickled cabbage ,0.1306,0.0039,0.0256,0.0014,0.0061,0.0208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.1369
Coconut pickle (Nariyal ka aachar),5.2359,0.0302,0.1153,0.5171,0.0635,0.0898,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.1726
Potato pickle (Aloo ka achaar),3.679,0.0207,0.0787,0.3646,0.0221,0.0082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.6914
Mango murabba candy,3.1081,0.0027,0.7732,0.0005,0.0095,0.7473,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9335
Afghani chicken,1.5207,0.1566,0.0195,0.0907,0.0031,0.0083,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5151
Fish orly,5.6418,0.0587,0.0427,0.5818,0.0033,0.0024,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,5.637
Hariyali Fish Tikka,1.4957,0.1401,0.0221,0.0941,0.0099,0.0083,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.5024
Chicken manchurian,1.7,0.0953,0.0606,0.1196,0.0041,0.009,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4234
Handi chicken,1.6738,0.1232,0.0149,0.1246,0.0067,0.0075,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6602
Lemon chicken,1.6994,0.202,0.0055,0.0966,0.0016,0.0016,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6979
Lemon butter fish,1.6086,0.1638,0.0075,0.1026,0.0036,0.0023,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.6025
Baked eggs in tomato sauce,0.8178,0.0492,0.0378,0.0522,0.0001,0.0203,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8005
Egg in a pepper,1.2936,0.1264,0.0017,0.0868,0.0017,0.0005,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2878
Spinach mushroom scrambled egg (Palak mushroom bhurji),1.5907,0.1328,0.0059,0.1151,0.0039,0.001,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5885
Corn omelette/omlet,1.6777,0.1137,0.0157,0.1289,0.0002,0.0041,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6693
Cajun chicken,1.8443,0.1269,0.0194,0.1399,0.0089,0.011,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8494
Paaner do pyaza,1.2835,0.0422,0.0341,0.1087,0.0084,0.022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.277
Cabbage manchurian (Pattagobhi manchurian),2.2428,0.0064,0.0485,0.2248,0.0037,0.0033,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2426
Gobi 65,2.7859,0.0056,0.0359,0.2911,0.0057,0.0029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7829
Paneer lababdar,1.0554,0.0398,0.0337,0.0846,0.0116,0.0196,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0548
Roasted cauliflower steak,0.7658,0.0205,0.0202,0.067,0.0353,0.0044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7868
Sauteed radishes with green beans,0.9329,0.0241,0.0604,0.0661,0.0352,0.0178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9432
Garlic chutney/Poondu chutney (Lahasun ki chutney),2.5307,0.0334,0.2044,0.1755,0.0515,0.1336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5551
Schezwan chutney,2.1596,0.0333,0.1079,0.1772,0.0572,0.0566,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0519
Onion chutney (Pyaaz ki chutney/Vengaya chutney),1.4138,0.0297,0.1352,0.0838,0.046,0.068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4394
Dates chutney (Khajoor ki chutney),1.0112,0.0107,0.2169,0.0112,0.0341,0.1868,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0357
Chicken salad,3.3886,0.1533,0.013,0.3026,0.02,0.0096,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3819
Macaroni salad,2.6662,0.0502,0.2163,0.1778,0.0056,0.0373,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.6219
Cabbage raita (Pattagobhi raita),0.858,0.0324,0.0525,0.0576,0.0093,0.0421,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8484
Pomegranate raita (Anaar ka raita),0.7396,0.0405,0.0715,0.0324,0.006,0.0701,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7264
Onion raita (Pyaaz ka raita),0.7275,0.0486,0.0786,0.0243,0.0065,0.0707,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7156
Green chilli raita (Hari mirch ka raita),0.7924,0.0558,0.0766,0.0292,0.0026,0.0749,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7713
Kale salad,1.7745,0.0486,0.0501,0.1533,0.0136,0.0331,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7771
Spinach and paneer souffle ,1.9021,0.0756,0.0964,0.1349,0.0107,0.0281,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8619
Masala souffle ,1.2393,0.0638,0.0802,0.0737,0.0124,0.0184,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2351
Chicken and cheese souffle,1.8282,0.0907,0.0347,0.1474,0.0026,0.0246,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8235
Tamarind chutney (Chintapandu pachadi/Puli chutney),1.0812,0.0088,0.2507,0.0048,0.0165,0.2285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0915
Pav bhaji masala,2.5176,0.0913,0.2915,0.1096,0.243,0.0148,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3047
Green chutney,0.7612,0.0542,0.1001,0.016,0.0584,0.0092,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7942
Sago khitchdi/khichri (Sabudana khitchdi/khichri),1.9142,0.0272,0.2241,0.101,0.0182,0.0103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8716
Gram flour chilla/cheela (Besan chilla/cheela),1.4097,0.078,0.2103,0.0285,0.0425,0.0187,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3593
Vegetable namkeen jave,1.1023,0.0293,0.1898,0.0251,0.0286,0.0104,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1223
Khakhra,1.7764,0.0478,0.2766,0.0532,0.0543,0.0088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.785
Moong bean dosa (Pesarattu),2.8195,0.1232,0.3191,0.1167,0.0604,0.029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.8596
Methi thepla,3.4483,0.0898,0.4134,0.1595,0.0756,0.0298,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4616
Rice puttu (Ari puttu),0.8049,0.0126,0.1182,0.0313,0.0076,0.0033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8198
Buckwheat pancake (Khura),2.6863,0.0291,0.2728,0.1643,0.0056,0.0064,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.633
Quinoa khichdi/khichri,0.6235,0.0318,0.0883,0.0159,0.0258,0.0069,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6401
Khakhra chaat,3.6049,0.0452,0.1664,0.3065,0.0304,0.0326,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5866
Banana appam,4.6769,0.0117,0.2006,0.4253,0.0067,0.0995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.6981
Veg manchurian,5.8569,0.0089,0.0682,0.6165,0.0116,0.0076,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.8564
Pav bhaji,0.9748,0.0266,0.1199,0.0432,0.0198,0.0206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9653
Rice murukku,5.8878,0.0541,0.3329,0.4822,0.0218,0.0017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.9399
Bhel puri ,5.1115,0.0352,0.1647,0.4791,0.0224,0.0341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.0989
Semolina dhokla (Suji/Rava dhokla),1.92,0.0544,0.3086,0.052,0.0512,0.0185,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9491
Spicy corn chaat ,4.8319,0.0461,0.1145,0.4655,0.0217,0.0095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.798
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),5.9505,0.0234,0.24,0.5441,0.015,0.1148,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.9779
Banana chips (Kele ke chips),6.649,0.0037,0.0732,0.7046,0.0065,0.0437,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.6567
Wheat cake,3.1823,0.0479,0.4113,0.1495,0.0276,0.2579,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.1463
Mango cheesecake,1.555,0.0239,0.2006,0.073,0.0114,0.1536,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5246
Carrot cake (Gajar ka cake),2.5875,0.056,0.3598,0.1027,0.0293,0.2396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5559
Semolina cake (Suji/Rava cake),3.7822,0.0658,0.3132,0.2518,0.0537,0.1886,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7414
Finger millet cake (Ragi cake),2.8199,0.0396,0.3893,0.1227,0.0235,0.2476,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7946
Honey cake,3.4078,0.0308,0.4904,0.147,0.0051,0.3343,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3359
Almond cardamom cake (Badam elaichi cake),3.5908,0.0718,0.3453,0.2136,0.0235,0.1806,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5635
Tutti frutti cake,3.4384,0.0449,0.5294,0.1268,0.0085,0.2808,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4772
Ham and Bean soup,0.9651,0.1061,0.0418,0.0415,0.0054,0.0143,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9604
Whey soup,0.689,0.0345,0.0626,0.0334,0.0084,0.0587,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6891
Bottle gourd soup (Ghiya/Lauki soup),0.2255,0.0045,0.0116,0.0179,0.0096,0.0039,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2305
Baked potato soup,1.4721,0.0573,0.0585,0.1121,0.003,0.0344,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4705
Pumpkin soup,0.39,0.0047,0.0208,0.032,0.0119,0.0147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4005
Sweet corn soup,0.3287,0.0099,0.0356,0.0163,0.0031,0.009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3225
Paneer soup,0.4776,0.0322,0.0242,0.028,0.0028,0.0198,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4785
Curried Cauliflower soup,1.2729,0.0672,0.0312,0.0977,0.0234,0.0179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3732
Millet soup,1.9105,0.1126,0.0822,0.1257,0.0282,0.0145,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5599
Lemon coriander soup,1.067,0.0227,0.1032,0.0626,0.0677,0.022,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0806
Garlic soup,1.9606,0.0238,0.0699,0.1762,0.0166,0.0239,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9486
Dal makhani,0.7266,0.0332,0.0796,0.0306,0.0227,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7404
Dalma,1.2102,0.0491,0.1504,0.0458,0.0216,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1893
Split bengal gram dal (Channa dal),0.9814,0.0415,0.0999,0.0462,0.0372,0.0098,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9967
Horsegram dal (Kulthi dal) ,0.5465,0.0291,0.0821,0.0113,0.0152,0.0072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5565
Panchmel dal,1.096,0.0463,0.1071,0.0536,0.032,0.0075,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1122
Dal dhokli,0.6827,0.0296,0.0855,0.0247,0.0186,0.0112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6874
Gujarati handvo ,2.036,0.0824,0.3186,0.048,0.0495,0.0251,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0709
Sev (Omapodi/Karapusa),6.1268,0.0512,0.1287,0.6008,0.0235,0.0053,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.0914
Papdi,7.0787,0.0183,0.1289,0.7211,0.0056,0.0031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.0896
Jowar dosa,2.8864,0.085,0.4053,0.1028,0.0556,0.0059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9435
Bread roll,4.3813,0.0285,0.1612,0.4025,0.0145,0.0094,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.3546
Soya seekh kebab,1.1452,0.054,0.1,0.0588,0.0224,0.0051,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1505
Classic seasoned black beans,1.372,0.0801,0.0766,0.0828,0.0351,0.0044,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2878
Maa chaane ki dal,3.3714,0.198,0.4311,0.095,0.1345,0.0105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4467
Garlic chickpea soup (Lahasun aur chane ka shoraba),0.9157,0.0445,0.1392,0.0201,0.0284,0.0265,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8953
White sauce (thin),1.1525,0.0331,0.0658,0.0841,0.0007,0.0458,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1517
White sauce (medium),1.512,0.0336,0.0798,0.1176,0.0014,0.0432,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5127
White sauce (thick),2.0939,0.0343,0.1024,0.1719,0.0024,0.039,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0969
Cheese sauce,1.9512,0.0768,0.0708,0.1512,0.0012,0.0453,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9476
Egg sauce,1.4712,0.0597,0.0588,0.1108,0.0012,0.0319,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4685
Mushroom sauce,1.3739,0.0339,0.0731,0.1051,0.0047,0.0386,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3756
Mustard sauce,1.5861,0.0398,0.0829,0.1217,0.0013,0.0422,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5858
Brown sauce,2.8223,0.1192,0.0538,0.2367,0.0169,0.0013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0918
Classic italian pasta,0.4193,0.0057,0.044,0.0245,0.0136,0.0294,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4212
Pasta spinach sauce,0.8518,0.0176,0.0176,0.079,0.0086,0.0104,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8546
Pasta cheese sauce,1.5088,0.0433,0.09,0.1084,0.0014,0.0422,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4926
Mayonnaise,7.7472,0.0186,0.0165,0.8452,0.0011,0.0144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.7486
Low calorie quick mayonnaise,2.4363,0.0141,0.0471,0.2435,0.0006,0.0083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4289
Thousand island dressing,4.0927,0.0137,0.0449,0.4287,0.0046,0.031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0787
Curd dip,0.822,0.0504,0.0795,0.0336,0.001,0.0712,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7995
Short crust pastry,4.1914,0.0611,0.4472,0.2398,0.0158,0.0318,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.221
Choux pastry,2.2164,0.0555,0.162,0.1496,0.0056,0.015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2237
Flaky pastry,4.4111,0.0469,0.3361,0.3199,0.0125,0.0081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4394
Sponge cake ,2.579,0.0918,0.4463,0.0474,0.0069,0.2633,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5377
Glace icing,3.4537,0.0001,0.8631,0.0001,0,0.8535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2351
Royal icing,3.5326,0.0174,0.8653,0.0002,0,0.8557,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3258
American frosting,2.7421,0.0105,0.6748,0.0001,0,0.6746,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5757
Gum icing,2.3652,0.0594,0.5319,0,0,0.5263,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2307
Channa murmura premix,3.6224,0.1059,0.7259,0.0328,0.0821,0.0152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3909
Cracked wheat and green gram dal premix (Dalia moong dal premix),3.6855,0.1589,0.6475,0.0511,0.1166,0.0063,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.6216
Rice flakes and roasted channa ,3.565,0.1057,0.7194,0.0294,0.0884,0.0131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.334
Spinach soup in milk ,0.5628,0.0289,0.0398,0.032,0.0079,0.0334,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5672
Vegetable soup,0.5323,0.0222,0.076,0.0155,0.0301,0.0161,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5521
Mashed banana with milk,0.9543,0.0251,0.1462,0.0299,0.0071,0.1135,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9543
Poha with curd (Poha aur dahi),1.7277,0.0601,0.2672,0.0465,0.0109,0.0546,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7332
Potato with curd,0.7277,0.0319,0.1201,0.0133,0.0102,0.033,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7318
Sweet wheat porridge (Sweet dalia),1.4063,0.0511,0.2377,0.0279,0.0237,0.1223,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4066
